No.,repo_name,repo_url,contributors,watchers,forks,stars,size,open_issues,pull_requests,releases,commits,events,average_time_close_pull_requests_first_100,average_time_close_pull_requests_last_100,average_time_close_issues_first_100,average_time_close_issues_last_100,frequency_commits_first_100,frequency_commits_last_100,frequency_events_last_100,creation_date
1098,ultimatepp/ultimatepp,https://github.com/ultimatepp/ultimatepp,52,61,126,847,610180,23,9,8,15323,300,36141740.78,36141740.78,14364897,14364897,74979.92,26015.78,22595.72,10/5/2015
1099,ReactiveX/RxCpp,https://github.com/ReactiveX/RxCpp,73,163,396,3078,63094,90,8,6,957,49,36140621.75,36140621.75,10744261.27,10744261.27,331427.02,1611910.76,153926.8571,9/4/2013
1100,bigartm/bigartm,https://github.com/bigartm/bigartm,50,41,120,663,17619,126,12,30,1679,9,36037365.42,36037365.42,10019095.58,14817020.25,48195.9,718406.24,797461.5556,9/15/2014
1101,kahypar/kahypar,https://github.com/kahypar/kahypar,27,19,95,442,139681,28,2,9,3109,49,35988373,35988373,20654686.36,20654686.36,12906.14,1097902.88,157389.7347,9/23/2016
1102,wxMEdit/wxMEdit,https://github.com/wxMEdit/wxMEdit,19,23,98,683,20049,47,2,0,1499,18,35883248.5,35883248.5,78513195.32,78513195.32,21687.08,218964.46,390272.8333,5/12/2013
1103,eteran/edb-debugger,https://github.com/eteran/edb-debugger,40,121,327,2740,10116,79,3,7,3337,63,35721390.67,35721390.67,65583705.59,65583705.59,384311.51,592503.78,115655.3651,3/29/2015
1104,COVESA/vsomeip,https://github.com/COVESA/vsomeip,66,80,707,1149,13763,63,31,63,496,285,35657667.1,35657667.1,156097924.2,156097924.2,176915.54,176293.08,13315.09,9/16/2016
1105,keystone-engine/keystone,https://github.com/keystone-engine/keystone,77,84,461,2333,12497,209,23,6,793,67,35618551.09,35618551.09,2673939.65,12267123.41,8049.77,1526397.84,118591.1642,4/28/2016
1106,OtterBrowser/otter-browser,https://github.com/OtterBrowser/otter-browser,66,123,278,1847,70569,247,17,34,10395,149,35575184.06,35575184.06,10730423.05,6061496.46,142638.8,79567.56,50121.34,6/4/2013
1107,facebook/hermes,https://github.com/facebook/hermes,290,145,649,10041,99179,107,57,23,5501,265,35551853.65,35551853.65,25055899.94,2493985.7,14068,81504.13,20553.59,10/22/2018
1108,baidu/tera,https://github.com/baidu/tera,37,184,437,1892,16411,153,19,22,2252,7,35502802.79,35502802.79,3876264.91,3869799.47,307498.71,640281.79,979213,3/26/2014
1109,nlohmann/json,https://github.com/nlohmann/json,324,759,6833,44079,198972,66,59,44,4653,264,35473015.88,35473015.88,153132563.8,153132563.8,475254.39,405103.09,2540.75,7/4/2013
1110,Governikus/AusweisApp,https://github.com/Governikus/AusweisApp,16,58,85,562,38528,0,6,48,121,32,35340666.17,35340666.17,0,0,1877021.72,2001116.29,226759.8125,5/19/2017
1111,mikesart/gpuvis,https://github.com/mikesart/gpuvis,59,34,90,847,13481,5,1,1,1771,40,35246732,35246732,29373244.6,29373244.6,19899.83,1500713.01,186094.075,3/9/2017
1112,steinbergmedia/vstgui,https://github.com/steinbergmedia/vstgui,27,42,126,893,14246,27,5,15,3988,71,35216563.8,35216563.8,23521561.44,23521561.44,811088.31,367363.86,106946.2676,12/17/2015
1113,GodotSteam/GodotSteam,https://github.com/GodotSteam/GodotSteam,21,51,199,2995,472305,0,1,151,180,285,35207051,35207051,0,0,744859.29,346787.77,20619.7,4/29/2016
1114,BinomialLLC/basis_universal,https://github.com/BinomialLLC/basis_universal,43,58,269,2756,224997,91,28,18,793,122,35164420.11,35164420.11,15343094.68,15343094.68,9465.58,514885.67,72186.07,4/30/2019
1115,stanleyhuangyc/Freematics,https://github.com/stanleyhuangyc/Freematics,14,63,354,441,37726,113,13,2,1587,31,35151823.54,35151823.54,4240282.31,4240282.31,563420.67,648869.54,220771.8387,2/13/2014
1116,ablab/spades,https://github.com/ablab/spades,137,32,141,776,102303,257,4,30,15123,205,35101245.5,35101245.5,8000658,554362.56,26535.49,226913.44,35670.45,6/1/2016
1117,zenorogue/hyperrogue,https://github.com/zenorogue/hyperrogue,27,19,73,592,131600,56,14,63,11136,63,35097082,35097082,11396516.57,11396516.57,617574.69,69616.99,106858.6825,8/8/2015
1118,maidsafe-archive/MaidSafe,https://github.com/maidsafe-archive/MaidSafe,41,128,102,583,102216,14,2,0,1792,0,35018589,35018589,80305275.43,80305275.43,20521.72,1309605.12,0,4/30/2012
1119,Vouk/voukoder,https://github.com/Vouk/voukoder,8,38,71,827,223261,0,3,154,1361,25,35018346.33,35018346.33,0,0,172889.69,333405.91,291186.64,5/29/2017
1120,flacon/flacon,https://github.com/flacon/flacon,11,18,33,460,21351,18,3,51,1134,94,34790133.67,34790133.67,170976449.4,170976449.4,662756.31,406164.72,78079.48936,10/26/2013
1121,Illumina/manta,https://github.com/Illumina/manta,24,41,153,417,118423,128,3,54,2631,10,34779820,34779820,6324756.72,3558750.45,18306.17,212335.6,550941.2,5/30/2013
1122,DaedalusX64/daedalus,https://github.com/DaedalusX64/daedalus,41,38,56,610,764936,7,2,2,3041,71,34778873.5,34778873.5,48323547.14,48323547.14,28987.34,159001.93,101482.5915,3/18/2019
1123,mpark/variant,https://github.com/mpark/variant,9,31,91,680,35483,8,2,8,450,21,34673332,34673332,74786237.38,74786237.38,175850.55,1185711.06,353070.8095,5/24/2015
1124,godotengine/godot-git-plugin,https://github.com/godotengine/godot-git-plugin,14,25,78,729,256832,74,8,17,287,53,34554506.75,34554506.75,14659502.57,14659502.57,282040.87,864217.05,148020.9434,5/16/2019
1125,flameshot-org/flameshot,https://github.com/flameshot-org/flameshot,268,206,1619,25360,23296,693,75,25,1954,266,34423219.25,34423219.25,28575702.96,1067753.87,31060.2,682325.79,8655.79,5/10/2017
1126,dblalock/bolt,https://github.com/dblalock/bolt,5,47,170,2479,354794,18,2,0,276,15,34328949.5,34328949.5,4394842.611,4394842.611,832344.96,804431.53,423283.4,2/1/2017
1127,vshymanskyy/TinyGSM,https://github.com/vshymanskyy/TinyGSM,57,80,731,1996,196123,285,38,27,1208,89,34267459.34,34267459.34,6810103.2,5571212.94,24223.75,240369.89,88562.93258,12/1/2016
1128,crow-translate/crow-translate,https://github.com/crow-translate/crow-translate,39,31,163,1845,28436,104,2,63,1375,43,34171044.5,34171044.5,3383577.61,1505693.98,69997.81,400800.95,176822.814,2/23/2018
1129,mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,163,674,3993,25616,50592,125,26,105,3466,263,34110207.62,34110207.62,4229310.15,3235330.68,224793.73,226249.95,12824.66,6/2/2016
1130,andysworkshop/stm32plus,https://github.com/andysworkshop/stm32plus,25,96,226,746,21943,20,2,16,926,4,34048690,34048690,57884230.15,57884230.15,170792.52,1612751.01,1852668.75,4/9/2013
1131,ton-blockchain/ton,https://github.com/ton-blockchain/ton,50,189,1080,3340,30117,111,46,25,809,278,33934286.78,33934286.78,24846770.86,180174.67,472781.22,95138.2,2689.14,9/7/2019
1132,qpdf/qpdf,https://github.com/qpdf/qpdf,40,72,287,3643,39286,117,25,52,3708,284,33905099.52,33905099.52,61440746.69,4360838.57,452268.33,110045.04,15926.78,6/3/2012
1133,bab2min/Kiwi,https://github.com/bab2min/Kiwi,7,17,49,553,414882,10,1,40,1126,219,33811746,33811746,103669796.9,103669796.9,491712.03,104583.27,38176.77,2/21/2017
1134,jcelaya/hdrmerge,https://github.com/jcelaya/hdrmerge,22,37,78,379,37272,47,5,9,427,21,33318582.6,33318582.6,52148719.09,52148719.09,770120.74,2015700.54,326099,7/29/2012
1135,microsoft/cpprestsdk,https://github.com/microsoft/cpprestsdk,180,427,1664,8063,11087,808,57,32,2261,141,33215008.79,33215008.79,21017295.28,6417010.17,183371.53,1775499.51,48443.33,8/21/2014
1136,didi/AoE,https://github.com/didi/AoE,9,49,131,884,56509,8,3,3,243,10,33085373.67,33085373.67,10998139.88,10998139.88,62164.59,200539.11,734473.2,7/27/2019
1137,pqrs-org/Karabiner-archived,https://github.com/pqrs-org/Karabiner-archived,87,97,308,3817,21614,109,3,1,10597,2,33047441.33,33047441.33,22161064.59,4744957.85,40037.67,436358.57,528076,4/17/2011
1138,changkun/modern-cpp-tutorial,https://github.com/changkun/modern-cpp-tutorial,80,624,3024,24382,39333,13,6,3,288,276,33046516.33,33046516.33,28884349.77,28884349.77,758263.06,1214791.64,14364.94,8/19/2016
1139,chronoxor/FastBinaryEncoding,https://github.com/chronoxor/FastBinaryEncoding,9,38,91,897,157175,37,5,18,967,79,32893900,32893900,2862323.432,2862323.432,7298.58,1060781.02,83792.50633,8/22/2018
1140,ValveSoftware/openvr,https://github.com/ValveSoftware/openvr,11,421,1281,6182,509401,993,44,59,94,119,32830136.5,32830136.5,7438780.24,3427536.25,2990793.213,2990793.213,65325.83,4/20/2015
1141,DOCGroup/ACE_TAO,https://github.com/DOCGroup/ACE_TAO,285,62,380,708,863895,114,40,54,91150,129,32763623.65,32763623.65,12109904.77,4754368.62,23553.62,136140.85,59550.98,12/4/2014
1142,uwerat/qskinny,https://github.com/uwerat/qskinny,11,54,297,1474,37847,117,13,0,2885,287,32687945.46,32687945.46,39563441.96,8881861.49,80926.95,71710.58,27217.32,7/21/2017
1143,appleseedhq/appleseed,https://github.com/appleseedhq/appleseed,99,129,334,2209,1794737,421,35,27,11152,30,32588532.4,32588532.4,40549259.2,4542660.59,28332.87,1043017.65,247361.1,7/2/2010
1144,RenderKit/embree,https://github.com/RenderKit/embree,68,126,392,2429,152487,62,15,76,17196,186,32533422.4,32533422.4,14206636.29,14206636.29,318618.71,143496.83,38792.59,11/30/2012
1145,dev-cafe/cmake-cookbook,https://github.com/dev-cafe/cmake-cookbook,7,69,715,2755,90416,23,5,1,1547,76,32530755.4,32530755.4,39329163.78,39329163.78,42323.88,629450.37,102278.6447,8/13/2017
1146,jts/nanopolish,https://github.com/jts/nanopolish,39,36,159,576,61030,80,7,0,1479,25,32524798.71,32524798.71,44572811.68,44572811.68,68316.68,893109.9,309216.04,12/17/2014
1147,gaoxiang12/slambook,https://github.com/gaoxiang12/slambook,21,271,3275,7005,189302,192,11,0,147,154,32496938.36,32496938.36,7293710.23,7293710.23,259536.32,2354132.09,52005.05,6/27/2016
1148,collin80/SavvyCAN,https://github.com/collin80/SavvyCAN,66,90,298,1089,12917,196,11,10,1440,194,32459598.55,32459598.55,14100455.95,10920345.09,54604.64,496804.61,51327.61,4/28/2015
1149,tumic0/GPXSee,https://github.com/tumic0/GPXSee,50,33,134,1002,48050,19,1,0,4860,267,32332200,32332200,85244684.89,85244684.89,129042.75,51453.89,44516.65,10/4/2015
1150,kmammou/v-hacd,https://github.com/kmammou/v-hacd,38,67,274,1441,106909,61,8,2,292,65,32280889.88,32280889.88,4239152.902,4239152.902,1028802.23,1360827.07,120545.7846,3/15/2015
1151,microsoft/SPTAG,https://github.com/microsoft/SPTAG,40,137,580,4855,25824,114,19,0,221,82,31851946.05,31851946.05,1053158.3,1053158.3,850306.44,702848.96,93730.02439,9/12/2018
1152,joschu/trajopt,https://github.com/joschu/trajopt,11,18,160,394,10674,25,1,0,224,19,31806575,31806575,4617576.28,4617576.28,103602.44,1263015.57,383588.9474,12/22/2012
1153,capnproto/capnproto,https://github.com/capnproto/capnproto,223,324,934,11868,22961,179,73,0,4804,294,31793893.63,31793893.63,14661698.32,815452.46,50374.06,388582.18,19861.97,3/29/2013
1154,google-coral/edgetpu,https://github.com/google-coral/edgetpu,6,39,125,437,467991,203,4,0,12,106,31724968.75,31724968.75,7881521.04,1142767.33,5528002.583,5528002.583,70026.57,9/18/2019
1155,mit-han-lab/proxylessnas,https://github.com/mit-han-lab/proxylessnas,9,70,286,1426,272838,0,2,0,67,11,31643387.5,31643387.5,0,0,2635727.761,2635727.761,555302.0909,12/1/2018
1156,CLD2Owners/cld2,https://github.com/CLD2Owners/cld2,7,41,131,846,88758,33,3,0,152,9,31503888.33,31503888.33,289351.4242,289351.4242,235154.87,490706.72,692396,6/13/2015
1157,introlab/rtabmap,https://github.com/introlab/rtabmap,52,96,795,2946,64699,495,6,33,3424,280,31414015.83,31414015.83,7654447.2,1209657.94,599425.21,200793.29,19427.32,8/11/2014
1158,mne-tools/mne-cpp,https://github.com/mne-tools/mne-cpp,63,21,141,157,365615,62,23,11,11726,12,31372585.87,31372585.87,23882054.6,23882054.6,48680.44,347077.46,397842.0833,8/29/2012
1159,apache/singa,https://github.com/apache/singa,96,129,1255,3361,48850,20,31,3,2905,143,31112805.26,31112805.26,28925750.35,28925750.35,57274.58,142311.75,41146.71,4/2/2015
1160,eigenteam/eigen-git-mirror,https://github.com/eigenteam/eigen-git-mirror,306,109,548,1794,119397,0,4,0,10789,12,31066672.75,31066672.75,0,0,119224.28,67997.24,554848.4167,11/27/2017
1161,mmp/pbrt-v4,https://github.com/mmp/pbrt-v4,36,74,475,2966,14490,77,7,0,1354,296,31022318.71,31022318.71,14635330.95,14635330.95,9883.24,524831.71,26472.68,7/28/2017
1162,oneapi-src/oneDNN,https://github.com/oneapi-src/oneDNN,333,182,1015,3683,205994,36,70,173,18385,279,30962767.6,30962767.6,110564713.5,110564713.5,28211.12,2028.05,390.54,5/9/2016
1163,acado/acado,https://github.com/acado/acado,22,40,246,500,13498,141,7,1,1477,16,30895402.43,30895402.43,4669796.8,5809917.39,288448.92,2455197.31,424703.625,3/27/2013
1164,tindy2013/stairspeedtest-reborn,https://github.com/tindy2013/stairspeedtest-reborn,10,51,646,3773,34094,59,3,24,287,53,30849294.33,30849294.33,5704772.678,5704772.678,40662.68,796744.24,145601.8302,8/1/2019
1165,HKUST-Aerial-Robotics/VINS-Mono,https://github.com/HKUST-Aerial-Robotics/VINS-Mono,8,221,2117,5139,96678,278,5,0,85,223,30643342,30643342,9456695.11,9228450.99,2602391.647,2602391.647,37285.38,5/20/2017
1166,MarekKowalski/LiveScan3D,https://github.com/MarekKowalski/LiveScan3D,7,69,205,768,41029,35,2,2,59,9,30586295,30586295,8180642.6,8180642.6,2599243.712,2599243.712,783737,10/14/2015
1167,inexorgame/vulkan-renderer,https://github.com/inexorgame/vulkan-renderer,11,20,35,862,91701,67,11,4,1435,61,30580620.55,30580620.55,28920353.81,28920353.81,19924.59,599242.69,124915.6885,12/10/2019
1168,tzutalin/dlib-android,https://github.com/tzutalin/dlib-android,9,43,267,871,270353,54,1,0,107,5,30472177,30472177,1114914.852,1114914.852,449556.99,1550160.85,933300.6,8/11/2015
1169,alphaonex86/Ultracopier,https://github.com/alphaonex86/Ultracopier,7,29,85,401,36577,34,2,0,1072,23,30243807.5,30243807.5,38661064.82,38661064.82,90483.7,1533364.66,316204.6522,1/14/2012
1170,y123456yz/reading-and-annotate-mongodb-3.6,https://github.com/y123456yz/reading-and-annotate-mongodb-3.6,8,26,141,521,300676,0,3,0,559,6,30242561.67,30242561.67,0,0,273137.07,371295.97,907021,3/22/2018
1171,gem5/gem5,https://github.com/gem5/gem5,456,70,1283,1794,271650,85,45,31,22312,277,30188159.07,30188159.07,16861907.11,16861907.11,6904.74,106585.59,3153.99,12/2/2014
1172,hzeller/rpi-rgb-led-matrix,https://github.com/hzeller/rpi-rgb-led-matrix,74,179,1203,3790,23042,541,49,0,980,296,30167112.88,30167112.88,9732584.16,2418857.2,493574.14,1013958.39,14629.82,2/16/2013
1173,TASEmulators/fceux,https://github.com/TASEmulators/fceux,88,52,262,1261,152403,144,5,12,6194,128,30166955.8,30166955.8,8099592.66,4169521.91,13921.05,275057,56952.13,4/8/2018
1174,USCiLab/cereal,https://github.com/USCiLab/cereal,85,153,773,4286,18468,272,55,12,979,159,30128382.11,30128382.11,8758631.46,9186779.09,7716.15,2057504.77,38486.66,6/25/2013
1175,MegaGlest/megaglest-source,https://github.com/MegaGlest/megaglest-source,41,39,90,360,49419,48,19,28,5903,24,30058654.05,30058654.05,26808305.65,26808305.65,51084.78,1129127.2,316529.5417,11/25/2013
1176,microsoft/DirectX-Graphics-Samples,https://github.com/microsoft/DirectX-Graphics-Samples,70,415,2054,6171,641563,82,12,141,744,254,29879402.58,29879402.58,102234902.6,102234902.6,210849.62,1188793.01,35035.72,6/3/2015
1177,chukong/quick-cocos2d-x,https://github.com/chukong/quick-cocos2d-x,60,275,869,1483,485360,11,3,9,2339,4,29867259,29867259,212734218.4,212734218.4,19935.62,632717.23,327039.5,9/2/2012
1178,LunarG/gfxreconstruct,https://github.com/LunarG/gfxreconstruct,68,31,125,426,83098,248,71,58,2983,300,29722202.48,29722202.48,17207900.7,5150537.24,115708.14,39990.38,2040.8,5/17/2018
1179,DFHack/stonesense,https://github.com/DFHack/stonesense,36,29,55,371,52811,42,8,0,1605,289,29671008.63,29671008.63,31622478.79,31622478.79,10012.11,12671.94,2659.65,8/28/2011
1180,NVIDIA/cutlass,https://github.com/NVIDIA/cutlass,167,111,1039,6019,46614,205,31,35,589,244,29648298.35,29648298.35,18927916.45,731680.53,1029121.21,256491.47,5170.56,11/30/2017
1181,snap-stanford/snap-python,https://github.com/snap-stanford/snap-python,22,63,107,299,12554,52,13,0,807,4,29617105.15,29617105.15,6830291.635,6830291.635,113584.09,418265.74,1129151.75,1/17/2013
1182,alexhude/FRIEND,https://github.com/alexhude/FRIEND,13,41,67,550,14585,1,1,0,57,5,29569795,29569795,104991482,104991482,3234614.404,3234614.404,1539250.8,11/23/2016
1183,CalcProgrammer1/KeyboardVisualizer,https://github.com/CalcProgrammer1/KeyboardVisualizer,11,63,101,585,23725,0,9,0,261,11,29298316.67,29298316.67,0,0,446865.96,2461177.52,654753,8/2/2015
1184,baoboa/pyqt5,https://github.com/baoboa/pyqt5,20,80,585,1053,47379,10,2,0,85,11,29235238.5,29235238.5,13383167.6,13383167.6,2743525.459,2743525.459,659021.1818,10/5/2013
1185,facebook/CacheLib,https://github.com/facebook/CacheLib,133,54,269,1252,26324,9,20,4,6046,284,29074132.45,29074132.45,123324609.2,123324609.2,11957.33,64800.91,10558.33,11/22/2019
1186,triSYCL/triSYCL,https://github.com/triSYCL/triSYCL,31,46,98,440,400897,108,9,0,2249,11,29056558,29056558,10896538.04,10896538.04,104700.07,469389.03,536417.2727,4/19/2014
1187,aria2/aria2,https://github.com/aria2/aria2,74,743,3643,36450,31500,1050,48,24,5435,283,28954586.56,28954586.56,8383577.68,6452664.49,61492.05,249688.2,6906.29,11/27/2010
1188,grumpycoders/pcsx-redux,https://github.com/grumpycoders/pcsx-redux,81,23,116,689,41087,104,27,0,6412,300,28951341.85,28951341.85,9935362.87,3383327.07,4611.93,51037.97,6120.87,12/12/2018
1189,ZLMediaKit/ZLToolKit,https://github.com/ZLMediaKit/ZLToolKit,57,89,598,2009,32508,24,4,0,1196,146,28743662.5,28743662.5,32951891.54,32951891.54,231499.65,581462.76,45041.06,8/13/2016
1190,leanprover-community/lean,https://github.com/leanprover-community/lean,77,28,80,433,56808,107,25,76,14307,1,28399296.08,28399296.08,3809780.16,3809780.16,8658.13,532566.21,0,2/10/2019
1191,scribusproject/scribus,https://github.com/scribusproject/scribus,15,36,110,426,870758,44,12,0,21384,52,28348424.25,28348424.25,18051172.36,18051172.36,161263.1,42998.08,152672.8077,5/9/2015
1192,ANYbotics/grid_map,https://github.com/ANYbotics/grid_map,55,111,815,2723,11250,100,43,13,800,266,28326651.81,28326651.81,9909113.23,11787592.5,172710.17,1297824.65,40060.94,9/11/2014
1193,Tencent/mars,https://github.com/Tencent/mars,61,776,3635,17385,413953,453,17,6,2191,151,28308035.94,28308035.94,1025563.52,3085026.12,12933.23,96487.29,44312.6,12/12/2016
1194,MCUdude/MiniCore,https://github.com/MCUdude/MiniCore,14,62,248,1017,18096,10,3,26,344,76,28272166.67,28272166.67,173505551.3,173505551.3,512761.14,1245928.81,95287.94737,7/2/2016
1195,KDE/heaptrack,https://github.com/KDE/heaptrack,82,51,206,3434,13021,0,6,2,1496,163,28163745.83,28163745.83,0,0,378171.6,403910.29,44633.05,9/18/2015
1196,sourcey/libsourcey,https://github.com/sourcey/libsourcey,27,131,347,1323,36202,49,21,0,602,12,28092500.38,28092500.38,10807648.14,10807648.14,668361.19,767106.98,618812.5833,2/23/2012
1197,MirrorYuChen/ncnn_example,https://github.com/MirrorYuChen/ncnn_example,5,28,136,470,59587,2,1,0,167,8,27980608,27980608,39962987,39962987,245063.21,832939.27,658172.875,4/25/2019
1198,boostorg/multiprecision,https://github.com/boostorg/multiprecision,59,19,114,206,24483,48,15,8,2413,112,27970290.07,27970290.07,23115483.73,23115483.73,1404626.47,588466.17,61770.89,2/7/2013
1199,rsummers11/CADLab,https://github.com/rsummers11/CADLab,18,29,186,448,683734,12,5,0,174,13,27925805.8,27925805.8,8344996.917,8344996.917,1453071.49,1908734.48,542734.3846,9/10/2014
1200,devosoft/avida,https://github.com/devosoft/avida,61,71,114,608,86318,26,2,1,4549,7,27796354,27796354,45911439.12,45911439.12,53292.21,430773.7,975298.5714,11/5/2010
1201,danini/graph-cut-ransac,https://github.com/danini/graph-cut-ransac,7,20,93,442,263216,9,1,0,276,17,27786355,27786355,19875333,19875333,664367.19,954340.01,428263.4706,9/7/2017
1202,facebook/fboss,https://github.com/facebook/fboss,493,121,308,873,88345,20,44,0,34116,281,27730946.5,27730946.5,13263219.9,13263219.9,114819.96,3512.72,6747.99,3/9/2015
1203,Gargaj/Bonzomatic,https://github.com/Gargaj/Bonzomatic,40,48,114,1383,17109,16,8,26,408,20,27678846.25,27678846.25,32753240.38,32753240.38,7958.8,1894346.92,377746.15,1/23/2015
